brain_region,gene_id,sample_count,sum_expression,effect_size_8,p-value_8,power_8,t_stat_8,effect_size_16,p-value_16,power_16,t_stat_16,effect_size_32,p-value_32,power_32,t_stat_32,effect_size_64,p-value_64,power_64,t_stat_64,effect_size_128,p-value_128,power_128,t_stat_128,effect_size_256,p-value_256,power_256,t_stat_256
4379,4103,341,2088.7452530686123,0.9533727685761031,0.0546875,0.7820909498662925,30.0,0.11659481909970972,0.4104461669921875,0.11522459213246272,73.0,0.3305306831894216,0.06438768119551241,0.5729452377940365,346.0,0.31165730264925556,0.01564431359158103,0.7943146015867234,1362.0,0.3956548862876888,6.756072759597395e-05,0.9975032850780301,5733.0,0.28243307219051417,1.2464241350439857e-05,0.9978954101242657,21447.0
4417,6112,280,2545.5602328239734,0.28078619880609784,0.19140625,0.17732328186052193,25.0,0.10987425930516911,0.201873779296875,0.11031011071199792,85.0,0.04865067177341306,0.18971327762119472,0.08447277798178576,312.0,-0.0037604586202797186,0.2894258222620595,0.04700479980822225,1123.0,0.08541612908210541,0.05115146463745518,0.24710596897477854,4815.0,0.005387668532591429,0.07585200567648359,0.05951247277976046,18148.0
9598,3340,323,958.3864843392828,-0.3245091779448551,0.84375,0.006539798027287991,11.0,-0.8438269388318221,0.9934539794921875,5.286426683070999e-07,22.0,-0.19597645722150997,0.9873647934291512,0.003168983505847045,146.0,-0.16689473343030894,0.9995340599566619,0.0015093243486893337,545.0,-0.15201160699330676,0.9999955024396767,0.0003960137159675359,2261.0,-0.11596022393193207,0.9999999257225112,0.0002367539876918512,10217.0
4518,2538,539,2527.608369281838,-0.0711492710556488,0.62890625,0.03378917061129849,16.0,0.08094391992001065,0.5895538330078125,0.09086763465125425,64.0,0.11596433406789568,0.5110324665438384,0.15790519430036698,263.0,0.10628343069856849,0.4680191004161064,0.21078452000764758,1052.0,0.10282893216694132,0.37588610185172433,0.31289069783562884,4261.0,0.042976678217900466,0.6770928798896028,0.1687668306354133,15903.0
9598,2555,342,2848.725791976036,-1.237366661577835,0.9921875,5.699662345426404e-07,2.0,-0.4431379814240652,0.953277587890625,0.00041619367928191764,36.0,-0.4604278644384439,0.9940986896399409,1.3674272674846222e-05,132.0,-0.33112344316006587,0.9912032536912632,9.955836087649494e-06,685.0,-0.23052522757328403,0.9826480710561336,1.1217122519613376e-05,3240.0,-0.05102294284066323,0.6364961664166013,0.006965069051223738,16034.0
4379,2881,319,2215.4021483559864,-0.3528532808043628,0.76953125,0.005310055237914391,13.0,-0.0807584936065376,0.5100250244140625,0.025366309347345628,68.0,0.12711119365639817,0.134952801046893,0.1732432194689859,324.0,0.11181228561551267,0.08836758673914824,0.223643040340891,1242.0,0.21084145230746024,0.0021763472020477495,0.7666341958276094,5327.0,0.2251340129821413,2.424208891444434e-05,0.9742751906212415,21266.0
4417,1800,400,759.4754202956364,-1.156427444269156,0.98828125,1.6386299015458405e-06,3.0,-1.7932713856767497,0.9999542236328125,3.665956427312267e-13,3.0,-2.1608978453879595,0.9999999976716936,0.0,6.0,-2.0033565163999207,0.9999999999960776,0.0,17.0,-2.013699743013574,1.0,0.0,94.0,-1.9855762261405148,1.0,0.0,408.0
4507,2538,490,2356.506134027392,0.035314154019325125,0.52734375,0.06007412432296233,18.0,0.14080181943521144,0.469940185546875,0.1342071145896887,70.0,0.16817879701692526,0.31236508255824447,0.2375510633326141,291.0,0.13093820597396802,0.3416596750635817,0.27139873586145535,1101.0,0.11258191994665849,0.29301493136249623,0.352745032456666,4357.0,0.0784925375095012,0.3600270411130404,0.3474165763848901,16873.0
9075,3340,272,888.7021666466248,0.41548295452508655,0.19140625,0.2802285852013934,25.0,0.02845084868630666,0.7359161376953125,0.062259860672449374,56.0,-0.05626545954188825,0.966076104901731,0.025215681216823826,167.0,-0.010568120258019691,0.9977123135252122,0.04194968374313435,616.0,0.028163627961027077,0.9946409040533298,0.09210350899074349,3055.0,0.014592409910896467,0.9990317955300236,0.0789758994990577,12772.0
9075,1009608,256,807.3973228722489,0.277969492271361,0.47265625,0.1754597917465741,19.0,0.44831335559015306,0.105712890625,0.5266265765171154,93.0,0.2775715137634957,0.24416315695270896,0.4565851117214389,302.0,0.23448230675746032,0.4152734699205533,0.5834798671803237,1072.0,0.11967969057955431,0.7651470203849438,0.3828336942353898,3824.0,0.0673963729390771,0.8214324256056365,0.2845519482375105,15356.0
