brain_region,gene_id,effect_size,p-value,power,t_stat
4012,2541,-0.022204551356966754,0.48,0.03433429505897778,-0.18170304971858184
4013,1259,0.04437258126936659,0.509,0.09788960493421195,0.37367614702747926
4013,2541,0.07789374769008037,0.482,0.15188602382248173,0.6865052946976092
4014,1259,-0.14788798176986376,0.504,0.0024359424133836294,-1.2780974251906003
4014,2541,-0.06966693566786453,0.487,0.014037019272327034,-0.5564961983726042
4023,1259,0.09370486438757071,0.508,0.18319707342405978,0.8198635654676617
4023,2538,0.051557072725485244,0.501,0.10807868376104002,0.44994477777350417
4023,2539,-0.03544797178873484,0.493,0.027088919900648323,-0.28703830018546783
4023,2541,0.01066163722054852,0.478,0.05932419723143467,0.09153825121764998
4023,2881,-0.058011139628004985,0.534,0.017689421345903567,-0.4492155572856412
4023,3335,0.23398032520201623,0.517,0.5819293434855517,2.098259996902497
4023,3336,0.44064054604608344,0.536,0.9672652818479449,4.112330779495419
4023,3338,-0.3383856569528109,0.474,7.682733726532831e-06,-4.22676393848411
4023,4103,-0.0440104897902029,0.529,0.023120737125896684,-0.34622374902324726
4023,4855,0.21963963992759275,0.543,0.5371876462570873,2.21333338538673
4023,36362,-0.10626657751922503,0.488,0.0064605071398041725,-1.4290148294858922
4024,1259,0.05292802289742693,0.501,0.11010673587982367,0.488214318429001
4024,2538,0.03671953772351107,0.496,0.08783004407567807,0.31956941848402626
4024,2539,-0.057591907170969736,0.49,0.017834652295727005,-0.45617710684238305
4024,2541,0.1089097807087654,0.499,0.21683780538000508,1.028873331777799
4024,2881,-0.13290647343387285,0.532,0.0035004594582354054,-1.1114129693864554
4024,3335,0.2292079513498847,0.51,0.5671280620527862,2.0987158749157127
4024,3338,-0.3738214117208653,0.472,2.0725827829526366e-06,-4.542492954728491
4024,4103,-0.0038724972711672535,0.529,0.04691781802523087,-0.03221098216432792
4024,4855,0.19032543012116335,0.539,0.4448744550520034,1.841522632519303
4024,36362,-0.024524836748245068,0.487,0.032960655174952946,-0.31270286621002424
4030,1259,0.0969663997369152,0.524,0.19012478599967098,0.8805310835443189
4030,2538,0.028663350792390553,0.501,0.07809557800010036,0.2464495260368731
4030,2541,0.03497564841982842,0.488,0.08564963957572702,0.3099308551417864
4030,3338,-0.2967733691925098,0.464,3.2491483360819196e-05,-3.5892694350184513
4030,36362,-0.037924975012319055,0.489,0.02588647445200387,-0.49633359535392974
4031,1259,0.23861768680890022,0.529,0.5962017133603668,2.2077091287485624
4031,2538,0.07237830371088518,0.499,0.14185377670139288,0.6064930327780261
4031,2541,0.0889384536153667,0.494,0.17336020472606606,0.8281843813834319
4031,3338,-0.3211817576765208,0.461,1.4122072431677068e-05,-4.092040818291225
4039,1259,0.08065264058678905,0.508,0.1570769960799625,0.6815100235112805
4039,2541,-0.02428696192805496,0.493,0.03309936356109633,-0.21278843799007688
4045,1259,0.49089268513186896,0.552,0.9874422840136284,4.52226501239947
4045,2541,0.3912219716354428,0.504,0.9266150391693796,3.315043505567204
4048,1259,0.3888324399053224,0.536,0.9239465736042403,3.2304498842495173
4048,2541,0.23322229326636568,0.496,0.5795855209568084,1.9595874239177633
4051,1259,0.40559255350563156,0.526,0.9411778579617494,3.5301666810256163
4051,2538,0.02714099474474654,0.503,0.07635174145212154,0.234690526505681
4051,2541,0.22785686652795129,0.504,0.5629196183425768,1.9398515022961098
4060,1259,0.5455002540244199,0.557,0.9962260002003157,5.080594632393237
4060,2541,0.3467461349615546,0.508,0.8641437123658512,3.026044531979356
4074,1259,0.34850732644140536,0.525,0.8671592309494097,3.5463828431098445
4074,2541,0.21394131632049493,0.51,0.5192449669291076,2.1015137828066566
4079,1259,0.3015104282770873,0.522,0.770712175865288,2.7058597840602903
4079,2541,0.07771074292106553,0.498,0.1515457699793158,0.682462175382773
4087,1259,0.0002274531076292871,0.511,0.0501859386052923,0.0020580760251446084
4087,2541,0.13089038587699997,0.492,0.2712732985027857,1.0787596692307928
4088,1259,0.2746479161340603,0.505,0.7014709106676287,2.4478976559161305
4088,2538,0.04815149715732087,0.484,0.10315750257244205,0.4077617326518715
4088,2541,0.1989992485784313,0.488,0.4721037421395802,1.93380073826522
4098,1259,0.06649464533438953,0.514,0.13165715329176764,0.6395132593714631
4098,2541,0.2096783385404002,0.505,0.5057942498156631,1.700098590948473
4099,1259,0.17887374804802358,0.516,0.4093395502426703,1.6880838542891372
4099,2538,0.10713511760411366,0.495,0.212736571731166,0.9674404795255274
4099,2541,0.3400032013270761,0.513,0.8521672369856244,3.085759372332675
4106,1259,0.3386419111112523,0.543,0.8496661185245741,3.1043432555763544
4106,2541,0.2156774938833134,0.503,0.5247176050355249,1.9327996768000009
4107,1259,0.17172889146779494,0.531,0.3875213700748332,1.6125909633822664
4107,2541,0.147525794477671,0.494,0.3165676229796125,1.2351632284849992
4113,1259,0.2280980922604914,0.531,0.5636715402165267,2.1962472998821387
4113,2541,0.23515810088396438,0.5,0.5855652093422401,1.9505892125457982
4114,1259,0.12819306907545658,0.52,0.2642450628617785,1.158160049612719
4114,2541,0.2602570616255807,0.509,0.6608417500467519,2.26369409345389
4120,1259,0.36937031296683637,0.527,0.8993998179745423,3.461046312747706
4120,2541,0.350688462646144,0.513,0.8708294594074232,3.1116096541755796
4121,1259,0.24347844353317544,0.533,0.6110249871293509,2.1959735354960888
4121,2538,0.03894282822642989,0.496,0.09066954432602059,0.32762205850897197
4121,2541,0.3123138738833191,0.507,0.7957904747354958,2.591157857428221
4135,1259,0.08621110439163777,0.519,0.16788570410660986,0.7387559311314128
4135,2538,0.10868745366678469,0.492,0.2163215185493994,0.8735637279330177
4135,2541,0.29537264064293633,0.5,0.7557282902598192,2.252914159274785
4135,3338,-0.11217770811715666,0.497,0.005658958513932721,-1.2748285391380423
4136,1259,0.2537560111711424,0.532,0.6418165453265946,2.229385018786545
4136,2538,0.04863687553350636,0.493,0.10384877446080121,0.4168133078412396
4136,2541,0.09667657362757609,0.492,0.18950273768812742,0.8668413246622174
