brain_region,gene_id,effect_size,p-value,power,t_stat
4258,2538,0.11488706436541747,0.511,0.08850299009671647,0.387944905776607
4258,2541,0.667092034052001,0.523,0.5225951928821913,1.371213142364882
4270,1259,0.6353881406941387,0.578,0.4905725950406279,4.126397824392995
4270,2541,0.6792784250864693,0.523,0.5348707399654958,2.5018830161369356
4273,1259,0.605474539815216,0.567,0.4603900602090878,3.7093531463849017
4273,2541,0.732292909408773,0.528,0.5877019422724541,2.5750651253481585
4280,1259,0.8755208793113964,0.564,0.720123737474362,4.878162212254275
4280,2538,-0.3519407040512322,0.489,0.0053462069838996484,-1.8204193773652932
4280,2541,0.9281715422002806,0.564,0.7629556745539746,3.337847160233056
4281,1259,0.9249515549387031,0.548,0.7604451417684991,4.57899667627272
4281,2541,0.7938467440587048,0.54,0.6469742890362552,1.949574141208407
4282,1259,1.0383728563656538,0.549,0.8396378046709184,4.105878219963048
4282,2538,-0.2669735996184472,0.506,0.009828957364306556,-1.270037837209157
4282,2541,0.7719060170771218,0.531,0.6261793468710066,2.060375328945031
4282,3338,-0.03948746822321339,0.477,0.040374433534882015,-0.21262880958057956
4288,1121,-0.25408269641370745,0.349,0.01073815522462529,-2.4670790075623006
4288,1259,1.050779833204512,0.557,0.8471130998577867,4.31342415936887
4288,2538,-0.19691612553288584,0.495,0.015702624700073553,-0.8426050358447821
4288,2539,0.464752709538454,0.526,0.32391141668386614,1.3732505168124145
4288,2541,0.4579925688189855,0.521,0.31775605541103624,1.181580303442652
4288,2881,-0.5938076213566482,0.456,0.0007354320324350905,-1.757749651896266
4288,3335,-0.2763317267684808,0.467,0.009211609056607117,-1.310498814246345
4288,3336,-1.3369210036643346,0.413,1.455983833498209e-07,-12.802952770142342
4288,3338,-0.6308514265276535,0.432,0.0005249572936522062,-4.1712240077929685
4288,4103,0.3526492483633826,0.538,0.22896804337059595,1.0629685301902432
4288,4855,-0.5083449853438905,0.422,0.0015472671023126772,-2.2960664813636593
4288,36362,-1.1325355310316296,0.398,2.219126715385933e-06,-52.64847821754468
4291,1259,0.4124052668507038,0.57,0.27759575457173125,3.4427789815819314
4291,2541,1.0261574726955756,0.575,0.8320464648993221,3.3928326973773815
4296,2541,-1.1570344396156287,0.414,1.6259619458613983e-06,-8.563288146739486
4322,1259,0.0942954693834254,0.477,0.08033547475499037,0.5400164961664736
4322,2538,0.020812735452404946,0.529,0.05576102196160049,0.09336369696592547
4322,2541,0.4106397437308634,0.496,0.27609081920611445,0.7930354678650356
4322,3338,-0.41981760465769685,0.428,0.0031816211555574236,-2.1956032432593227
4322,36362,-0.003956337269212642,0.501,0.048960263968466644,-0.02376979202380943
4342,2541,0.5189666701314767,0.527,0.3748666069626416,1.4194478306551281
4379,2541,0.6143190472200555,0.515,0.46930025828307687,1.4496505638242032
4395,1259,-0.7878942006477871,0.405,0.00011372843499302121,-5.512669483667513
4395,2541,0.03990530353771007,0.49,0.06149249233915233,0.11096022285118368
4400,1259,-1.208917522550601,0.454,8.301285590039953e-07,-11.212162687381381
4400,2541,0.15403256787988212,0.492,0.10569617500345851,0.40836986890334676
4409,1259,-1.5913086279456798,0.414,2.6177083833900383e-09,-9.859206219024847
4409,2541,0.5511156434571913,0.538,0.4061908604187334,1.461771791086439
4417,1259,-0.8555767519942558,0.409,5.592989290448269e-05,-5.685637384393701
4417,2541,0.7519514895307265,0.517,0.6069317937910523,1.543457155711302
4432,1259,-1.3835064181046688,0.413,7.481281028010045e-08,-13.500024265749573
4432,2541,0.16951041729552954,0.514,0.11311685043397313,0.4601977679032445
4440,1259,-0.7344040863955835,0.333,0.00019501828565304802,-15.588753510192875
4440,2541,0.39378682059834674,0.503,0.26192738595147214,1.0266773509220048
4506,1259,-1.0312761683616383,0.368,7.672199659247703e-06,-10.239723806555679
4506,2541,0.19664189563166276,0.512,0.12700048050331225,0.5368404225165829
4507,2541,-0.19403737755466288,0.484,0.015997559110872417,-0.5523802426570453
4518,2541,-0.8499973745568881,0.437,5.9368050404740025e-05,-4.201482512561715
